Date,Date_ID,Weekday_ID,Weekday_Desc,Week_ID,Week_Name,Week_Desc,Month_ID,Fiscal_Period_ID,Month_Name,Month_Desc,Calendar_Quarter_ID,Calendar_Quarter_Name,Calendar_Quarter_Desc,Calendar_Year_ID
2/14/2019,20190214,4,Thursday,7,W07,Week 07,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/15/2019,20190215,5,Friday,7,W07,Week 07,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/16/2019,20190216,6,Saturday,7,W07,Week 07,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/17/2019,20190217,7,Sunday,7,W07,Week 07,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/18/2019,20190218,1,Monday,8,W08,Week 08,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/19/2019,20190219,2,Tuesday,8,W08,Week 08,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/20/2019,20190220,3,Wednesday,8,W08,Week 08,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/21/2019,20190221,4,Thursday,8,W08,Week 08,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/22/2019,20190222,5,Friday,8,W08,Week 08,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/23/2019,20190223,6,Saturday,8,W08,Week 08,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/24/2019,20190224,7,Sunday,8,W08,Week 08,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/25/2019,20190225,1,Monday,9,W09,Week 09,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/26/2019,20190226,2,Tuesday,9,W09,Week 09,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/27/2019,20190227,3,Wednesday,9,W09,Week 09,2,2,February,19-Feb,1,Q1,Quarter 1,2019
2/28/2019,20190228,4,Thursday,9,W09,Week 09,2,2,February,19-Feb,1,Q1,Quarter 1,2019
3/1/2019,20190301,5,Friday,9,W09,Week 09,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/2/2019,20190302,6,Saturday,9,W09,Week 09,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/3/2019,20190303,7,Sunday,9,W09,Week 09,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/4/2019,20190304,1,Monday,10,W10,Week 10,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/5/2019,20190305,2,Tuesday,10,W10,Week 10,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/6/2019,20190306,3,Wednesday,10,W10,Week 10,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/7/2019,20190307,4,Thursday,10,W10,Week 10,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/8/2019,20190308,5,Friday,10,W10,Week 10,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/9/2019,20190309,6,Saturday,10,W10,Week 10,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/10/2019,20190310,7,Sunday,10,W10,Week 10,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/11/2019,20190311,1,Monday,11,W11,Week 11,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/12/2019,20190312,2,Tuesday,11,W11,Week 11,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/13/2019,20190313,3,Wednesday,11,W11,Week 11,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/14/2019,20190314,4,Thursday,11,W11,Week 11,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/15/2019,20190315,5,Friday,11,W11,Week 11,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/16/2019,20190316,6,Saturday,11,W11,Week 11,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/17/2019,20190317,7,Sunday,11,W11,Week 11,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/18/2019,20190318,1,Monday,12,W12,Week 12,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/19/2019,20190319,2,Tuesday,12,W12,Week 12,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/20/2019,20190320,3,Wednesday,12,W12,Week 12,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/21/2019,20190321,4,Thursday,12,W12,Week 12,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/22/2019,20190322,5,Friday,12,W12,Week 12,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/23/2019,20190323,6,Saturday,12,W12,Week 12,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/24/2019,20190324,7,Sunday,12,W12,Week 12,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/25/2019,20190325,1,Monday,13,W13,Week 13,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/26/2019,20190326,2,Tuesday,13,W13,Week 13,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/27/2019,20190327,3,Wednesday,13,W13,Week 13,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/28/2019,20190328,4,Thursday,13,W13,Week 13,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/29/2019,20190329,5,Friday,13,W13,Week 13,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/30/2019,20190330,6,Saturday,13,W13,Week 13,3,3,March,19-Mar,1,Q1,Quarter 1,2019
3/31/2019,20190331,7,Sunday,13,W13,Week 13,3,3,March,19-Mar,1,Q1,Quarter 1,2019
4/1/2019,20190401,1,Monday,14,W14,Week 14,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/2/2019,20190402,2,Tuesday,14,W14,Week 14,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/3/2019,20190403,3,Wednesday,14,W14,Week 14,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/4/2019,20190404,4,Thursday,14,W14,Week 14,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/5/2019,20190405,5,Friday,14,W14,Week 14,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/6/2019,20190406,6,Saturday,14,W14,Week 14,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/7/2019,20190407,7,Sunday,14,W14,Week 14,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/8/2019,20190408,1,Monday,15,W15,Week 15,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/9/2019,20190409,2,Tuesday,15,W15,Week 15,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/10/2019,20190410,3,Wednesday,15,W15,Week 15,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/11/2019,20190411,4,Thursday,15,W15,Week 15,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/12/2019,20190412,5,Friday,15,W15,Week 15,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/13/2019,20190413,6,Saturday,15,W15,Week 15,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/14/2019,20190414,7,Sunday,15,W15,Week 15,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/15/2019,20190415,1,Monday,16,W16,Week 16,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/16/2019,20190416,2,Tuesday,16,W16,Week 16,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/17/2019,20190417,3,Wednesday,16,W16,Week 16,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/18/2019,20190418,4,Thursday,16,W16,Week 16,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/19/2019,20190419,5,Friday,16,W16,Week 16,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/20/2019,20190420,6,Saturday,16,W16,Week 16,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/21/2019,20190421,7,Sunday,16,W16,Week 16,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/22/2019,20190422,1,Monday,17,W17,Week 17,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/23/2019,20190423,2,Tuesday,17,W17,Week 17,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/24/2019,20190424,3,Wednesday,17,W17,Week 17,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/25/2019,20190425,4,Thursday,17,W17,Week 17,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/26/2019,20190426,5,Friday,17,W17,Week 17,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/27/2019,20190427,6,Saturday,17,W17,Week 17,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/28/2019,20190428,7,Sunday,17,W17,Week 17,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/29/2019,20190429,1,Monday,18,W18,Week 18,4,4,April,19-Apr,2,Q2,Quarter 2,2019
4/30/2019,20190430,2,Tuesday,18,W18,Week 18,4,4,April,19-Apr,2,Q2,Quarter 2,2019
5/1/2019,20190501,3,Wednesday,18,W18,Week 18,5,5,May,19-May,2,Q2,Quarter 2,2019
5/2/2019,20190502,4,Thursday,18,W18,Week 18,5,5,May,19-May,2,Q2,Quarter 2,2019
5/3/2019,20190503,5,Friday,18,W18,Week 18,5,5,May,19-May,2,Q2,Quarter 2,2019
5/4/2019,20190504,6,Saturday,18,W18,Week 18,5,5,May,19-May,2,Q2,Quarter 2,2019
5/5/2019,20190505,7,Sunday,18,W18,Week 18,5,5,May,19-May,2,Q2,Quarter 2,2019
5/6/2019,20190506,1,Monday,19,W19,Week 19,5,5,May,19-May,2,Q2,Quarter 2,2019
5/7/2019,20190507,2,Tuesday,19,W19,Week 19,5,5,May,19-May,2,Q2,Quarter 2,2019
5/8/2019,20190508,3,Wednesday,19,W19,Week 19,5,5,May,19-May,2,Q2,Quarter 2,2019
5/9/2019,20190509,4,Thursday,19,W19,Week 19,5,5,May,19-May,2,Q2,Quarter 2,2019
5/10/2019,20190510,5,Friday,19,W19,Week 19,5,5,May,19-May,2,Q2,Quarter 2,2019
5/11/2019,20190511,6,Saturday,19,W19,Week 19,5,5,May,19-May,2,Q2,Quarter 2,2019
5/12/2019,20190512,7,Sunday,19,W19,Week 19,5,5,May,19-May,2,Q2,Quarter 2,2019
5/13/2019,20190513,1,Monday,20,W20,Week 20,5,5,May,19-May,2,Q2,Quarter 2,2019
5/14/2019,20190514,2,Tuesday,20,W20,Week 20,5,5,May,19-May,2,Q2,Quarter 2,2019
5/15/2019,20190515,3,Wednesday,20,W20,Week 20,5,5,May,19-May,2,Q2,Quarter 2,2019
5/16/2019,20190516,4,Thursday,20,W20,Week 20,5,5,May,19-May,2,Q2,Quarter 2,2019
5/17/2019,20190517,5,Friday,20,W20,Week 20,5,5,May,19-May,2,Q2,Quarter 2,2019
5/18/2019,20190518,6,Saturday,20,W20,Week 20,5,5,May,19-May,2,Q2,Quarter 2,2019
5/19/2019,20190519,7,Sunday,20,W20,Week 20,5,5,May,19-May,2,Q2,Quarter 2,2019
5/20/2019,20190520,1,Monday,21,W21,Week 21,5,5,May,19-May,2,Q2,Quarter 2,2019
5/21/2019,20190521,2,Tuesday,21,W21,Week 21,5,5,May,19-May,2,Q2,Quarter 2,2019
5/22/2019,20190522,3,Wednesday,21,W21,Week 21,5,5,May,19-May,2,Q2,Quarter 2,2019
5/23/2019,20190523,4,Thursday,21,W21,Week 21,5,5,May,19-May,2,Q2,Quarter 2,2019
5/24/2019,20190524,5,Friday,21,W21,Week 21,5,5,May,19-May,2,Q2,Quarter 2,2019
5/25/2019,20190525,6,Saturday,21,W21,Week 21,5,5,May,19-May,2,Q2,Quarter 2,2019
5/26/2019,20190526,7,Sunday,21,W21,Week 21,5,5,May,19-May,2,Q2,Quarter 2,2019
5/27/2019,20190527,1,Monday,22,W22,Week 22,5,5,May,19-May,2,Q2,Quarter 2,2019
5/28/2019,20190528,2,Tuesday,22,W22,Week 22,5,5,May,19-May,2,Q2,Quarter 2,2019
5/29/2019,20190529,3,Wednesday,22,W22,Week 22,5,5,May,19-May,2,Q2,Quarter 2,2019
5/30/2019,20190530,4,Thursday,22,W22,Week 22,5,5,May,19-May,2,Q2,Quarter 2,2019
5/31/2019,20190531,5,Friday,22,W22,Week 22,5,5,May,19-May,2,Q2,Quarter 2,2019
6/1/2019,20190601,6,Saturday,22,W22,Week 22,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/2/2019,20190602,7,Sunday,22,W22,Week 22,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/3/2019,20190603,1,Monday,23,W23,Week 23,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/4/2019,20190604,2,Tuesday,23,W23,Week 23,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/5/2019,20190605,3,Wednesday,23,W23,Week 23,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/6/2019,20190606,4,Thursday,23,W23,Week 23,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/7/2019,20190607,5,Friday,23,W23,Week 23,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/8/2019,20190608,6,Saturday,23,W23,Week 23,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/9/2019,20190609,7,Sunday,23,W23,Week 23,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/10/2019,20190610,1,Monday,24,W24,Week 24,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/11/2019,20190611,2,Tuesday,24,W24,Week 24,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/12/2019,20190612,3,Wednesday,24,W24,Week 24,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/13/2019,20190613,4,Thursday,24,W24,Week 24,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/14/2019,20190614,5,Friday,24,W24,Week 24,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/15/2019,20190615,6,Saturday,24,W24,Week 24,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/16/2019,20190616,7,Sunday,24,W24,Week 24,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/17/2019,20190617,1,Monday,25,W25,Week 25,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/18/2019,20190618,2,Tuesday,25,W25,Week 25,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/19/2019,20190619,3,Wednesday,25,W25,Week 25,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/20/2019,20190620,4,Thursday,25,W25,Week 25,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/21/2019,20190621,5,Friday,25,W25,Week 25,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/22/2019,20190622,6,Saturday,25,W25,Week 25,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/23/2019,20190623,7,Sunday,25,W25,Week 25,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/24/2019,20190624,1,Monday,26,W26,Week 26,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/25/2019,20190625,2,Tuesday,26,W26,Week 26,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/26/2019,20190626,3,Wednesday,26,W26,Week 26,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/27/2019,20190627,4,Thursday,26,W26,Week 26,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/28/2019,20190628,5,Friday,26,W26,Week 26,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/29/2019,20190629,6,Saturday,26,W26,Week 26,6,6,June,19-Jun,2,Q2,Quarter 2,2019
6/30/2019,20190630,7,Sunday,26,W26,Week 26,6,6,June,19-Jun,2,Q2,Quarter 2,2019
7/1/2019,20190701,1,Monday,27,W27,Week 27,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/2/2019,20190702,2,Tuesday,27,W27,Week 27,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/3/2019,20190703,3,Wednesday,27,W27,Week 27,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/4/2019,20190704,4,Thursday,27,W27,Week 27,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/5/2019,20190705,5,Friday,27,W27,Week 27,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/6/2019,20190706,6,Saturday,27,W27,Week 27,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/7/2019,20190707,7,Sunday,27,W27,Week 27,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/8/2019,20190708,1,Monday,28,W28,Week 28,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/9/2019,20190709,2,Tuesday,28,W28,Week 28,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/10/2019,20190710,3,Wednesday,28,W28,Week 28,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/11/2019,20190711,4,Thursday,28,W28,Week 28,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/12/2019,20190712,5,Friday,28,W28,Week 28,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/13/2019,20190713,6,Saturday,28,W28,Week 28,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/14/2019,20190714,7,Sunday,28,W28,Week 28,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/15/2019,20190715,1,Monday,29,W29,Week 29,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/16/2019,20190716,2,Tuesday,29,W29,Week 29,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/17/2019,20190717,3,Wednesday,29,W29,Week 29,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/18/2019,20190718,4,Thursday,29,W29,Week 29,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/19/2019,20190719,5,Friday,29,W29,Week 29,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/20/2019,20190720,6,Saturday,29,W29,Week 29,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/21/2019,20190721,7,Sunday,29,W29,Week 29,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/22/2019,20190722,1,Monday,30,W30,Week 30,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/23/2019,20190723,2,Tuesday,30,W30,Week 30,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/24/2019,20190724,3,Wednesday,30,W30,Week 30,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/25/2019,20190725,4,Thursday,30,W30,Week 30,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/26/2019,20190726,5,Friday,30,W30,Week 30,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/27/2019,20190727,6,Saturday,30,W30,Week 30,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/28/2019,20190728,7,Sunday,30,W30,Week 30,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/29/2019,20190729,1,Monday,31,W31,Week 31,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/30/2019,20190730,2,Tuesday,31,W31,Week 31,7,7,July,19-Jul,3,Q3,Quarter 3,2019
7/31/2019,20190731,3,Wednesday,31,W31,Week 31,7,7,July,19-Jul,3,Q3,Quarter 3,2019
8/1/2019,20190801,4,Thursday,31,W31,Week 31,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/2/2019,20190802,5,Friday,31,W31,Week 31,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/3/2019,20190803,6,Saturday,31,W31,Week 31,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/4/2019,20190804,7,Sunday,31,W31,Week 31,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/5/2019,20190805,1,Monday,32,W32,Week 32,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/6/2019,20190806,2,Tuesday,32,W32,Week 32,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/7/2019,20190807,3,Wednesday,32,W32,Week 32,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/8/2019,20190808,4,Thursday,32,W32,Week 32,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/9/2019,20190809,5,Friday,32,W32,Week 32,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/10/2019,20190810,6,Saturday,32,W32,Week 32,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/11/2019,20190811,7,Sunday,32,W32,Week 32,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/12/2019,20190812,1,Monday,33,W33,Week 33,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/13/2019,20190813,2,Tuesday,33,W33,Week 33,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/14/2019,20190814,3,Wednesday,33,W33,Week 33,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/15/2019,20190815,4,Thursday,33,W33,Week 33,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/16/2019,20190816,5,Friday,33,W33,Week 33,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/17/2019,20190817,6,Saturday,33,W33,Week 33,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/18/2019,20190818,7,Sunday,33,W33,Week 33,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/19/2019,20190819,1,Monday,34,W34,Week 34,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/20/2019,20190820,2,Tuesday,34,W34,Week 34,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/21/2019,20190821,3,Wednesday,34,W34,Week 34,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/22/2019,20190822,4,Thursday,34,W34,Week 34,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/23/2019,20190823,5,Friday,34,W34,Week 34,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/24/2019,20190824,6,Saturday,34,W34,Week 34,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/25/2019,20190825,7,Sunday,34,W34,Week 34,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/26/2019,20190826,1,Monday,35,W35,Week 35,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/27/2019,20190827,2,Tuesday,35,W35,Week 35,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/28/2019,20190828,3,Wednesday,35,W35,Week 35,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/29/2019,20190829,4,Thursday,35,W35,Week 35,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/30/2019,20190830,5,Friday,35,W35,Week 35,8,8,August,19-Aug,3,Q3,Quarter 3,2019
8/31/2019,20190831,6,Saturday,35,W35,Week 35,8,8,August,19-Aug,3,Q3,Quarter 3,2019
9/1/2019,20190901,7,Sunday,35,W35,Week 35,9,9,September,19-Sep,3,Q3,Quarter 3,2019
9/2/2019,20190902,1,Monday,36,W36,Week 36,9,9,September,19-Sep,3,Q3,Quarter 3,2019
9/3/2019,20190903,2,Tuesday,36,W36,Week 36,9,9,September,19-Sep,3,Q3,Quarter 3,2019
